wavenumber,absorbance
450.0,0.003108028304620431
451.305486,0.009753425107341694
452.61097199999995,0.01639303919426465
453.9164579999999,0.02303265328118761
455.2219439999999,0.03649914758475117
456.52742999999987,0.05044588919446253
457.83291599999984,0.06438491995183405
459.1384019999998,0.05624667450872019
460.4438879999998,0.04487283546416085
461.74937399999976,0.03348544266976609
463.05485999999974,0.031417927792837134
464.3603459999997,0.03155255513556272
465.6658319999997,0.0316949277541046
466.97131799999966,0.03555616879251305
468.27680399999963,0.04070721535181382
469.5822899999996,0.04586407038513371
470.8877759999996,0.04892382959375396
472.19326199999955,0.05099687830678011
473.4987479999995,0.05305642060117802
474.8042339999995,0.0478003189779349
476.10971999999947,0.03800170541626326
477.41520599999944,0.028168623523401916
478.7206919999994,0.025675209888275964
480.0261779999994,0.029136078019763024
481.33166399999936,0.03258358815492473
482.63714999999934,0.03426647130984711
483.9426359999993,0.034096088389419396
485.2481219999993,0.033925705468991686
486.55360799999926,0.03318072519853306
487.85909399999923,0.031667772541568474
489.1645799999992,0.030148237038389033
490.4700659999992,0.02947179603244117
491.77555199999915,0.030303003935094427
493.0810379999991,0.031139887582657105
494.3865239999991,0.03034257440024388
495.6920099999991,0.025698867624099456
496.99749599999905,0.021008315207760402
498.302981999999,0.019417232111917343
499.608467999999,0.028106189328003125
500.91395399999897,0.036793338880067986
502.21943999999894,0.04324605539975486
503.5249259999989,0.03860902644511779
504.8304119999989,0.03397199749048071
506.13589799999886,0.029825020230847748
507.44138399999883,0.03000171948662874
508.7468699999988,0.0301784581133593
510.0523559999988,0.030331841247724617
511.35784199999875,0.029609397366095587
512.6633279999987,0.028894312728211313
513.9688139999987,0.028171896128162302
515.2742999999987,0.03382750679731125
516.5797859999986,0.03963171098442009
517.8852719999986,0.04543043429364247
519.1907579999986,0.03917596462476572
520.4962439999986,0.03176022000312102
521.8017299999985,0.024344513604640353
523.1072159999985,0.02408051408778116
524.4127019999985,0.025081313513312418
525.7181879999985,0.02609298464107929
527.0236739999984,0.02473354114029381
528.3291599999984,0.022717171732701012
529.6346459999984,0.020688256217557467
530.9401319999984,0.019799611294422335
532.2456179999983,0.01936877984369944
533.5511039999983,0.018943373576449533
534.8565899999983,0.020004494335981185
536.1620759999983,0.021857076087787274
537.4675619999982,0.02370257289264321
538.7730479999982,0.022947599218679313
540.0785339999982,0.02042085742881393
541.3840199999981,0.01789947395110802
542.6895059999981,0.01882412291353118
543.9949919999981,0.02282733767297427
545.3004779999981,0.026830587852982778
546.605963999998,0.027979588745608408
547.911449999998,0.025928184687086207
549.216935999998,0.023900346020692582
550.522421999998,0.02269162589353059
551.8279079999979,0.022685714608813457
553.1333939999979,0.022686681189826852
554.4388799999979,0.02202459401961529
555.7443659999979,0.020073648786636204
557.0498519999978,0.01810388689875939
558.3553379999978,0.016967545748360326
559.6608239999978,0.018072182712095024
560.9663099999977,0.019181948495096336
562.2717959999977,0.02003583193256299
563.5772819999977,0.019956821167612628
564.8827679999977,0.01988972618440791
566.1882539999976,0.020219665743363154
567.4937399999976,0.022863687018437183
568.7992259999976,0.02551449203394163
570.1047119999976,0.02795072822996448
571.4101979999975,0.027856090197359143
572.7156839999975,0.02776822266860913
574.0211699999975,0.027685463930919006
575.3266559999975,0.027603918627828853
576.6321419999974,0.02752237332473869
577.9376279999974,0.027440828021648534
579.2431139999974,0.02947054366044529
580.5485999999974,0.03159435350437482
581.8540859999973,0.033724920667138954
583.1595719999973,0.032202340985873545
584.4650579999973,0.030231267011763267
585.7705439999972,0.028253435718818404
587.0760299999972,0.029197283432729915
588.3815159999972,0.030765242144998917
589.6870019999972,0.03233320085726793
590.9924879999971,0.0305555391578743
592.2979739999971,0.027722779061701987
593.6034599999971,0.024890018965529673
594.9089459999971,0.02725057670089713
596.214431999997,0.03188871068053087
597.519917999997,0.036531923539581894
598.825403999997,0.03550601056447053
600.130889999997,0.031182748329186803
601.4363759999969,0.02685948609390308
602.7418619999969,0.02595215543324026
604.0473479999969,0.027624302969821442
605.3528339999968,0.029279535428733426
606.6583199999968,0.028130338673445183
607.9638059999968,0.02423450075591899
609.2692919999968,0.020331905519558213
610.5747779999967,0.021302192731378882
611.8802639999967,0.02846380587418224
613.1857499999967,0.035613546487123
614.4912359999967,0.040962779803021966
615.7967219999966,0.04326565876075323
617.1022079999966,0.045539520939202376
618.4076939999966,0.046518612848562915
619.7131799999966,0.04469054269571766
621.0186659999965,0.0428624725428724
622.3241519999965,0.04042450733231428
623.6296379999965,0.03615224820679497
624.9351239999964,0.03187308384093716
626.2406099999964,0.028963659577565838
627.5460959999964,0.032078754955332876
628.8515819999964,0.035200793557257234
630.1570679999963,0.03827640547842804
631.4625539999963,0.04105804348696736
632.7680399999963,0.043857942558462
634.0735259999963,0.04672331081660566
635.3790119999962,0.050453673278745094
636.6844979999962,0.054208909503337774
637.9899839999962,0.05795027009099314
639.2954699999962,0.05876364013802954
640.6009559999961,0.05956176933398665
641.9064419999961,0.06036537891110525
643.2119279999961,0.061831947976907914
644.517413999996,0.06332900870244813
645.822899999996,0.06487208494186007
647.128385999996,0.07123684647753689
648.433871999996,0.07832837954566108
649.739357999996,0.08538267891614372
651.0448439999959,0.0823206905150889
652.3503299999959,0.0767511605702064
653.6558159999959,0.07117419711606343
654.9613019999958,0.07113810522779311
656.2667879999958,0.0730746775265867
657.5722739999958,0.07500558640565945
658.8777599999958,0.06813348366317314
660.1832459999957,0.05698496520208796
661.4887319999957,0.04582889530793546
662.7942179999957,0.046043668343331345
664.0997039999957,0.05360855280501354
665.4051899999956,0.06117506478539385
666.7106759999956,0.08186797612152222
668.0161619999956,0.11351908330277262
669.3216479999955,0.1451450033377513
670.6271339999955,0.15303813111445744
671.9326199999955,0.13522930812269945
673.2381059999955,0.11745206561855825
674.5435919999954,0.1027392054690477
675.8490779999954,0.09153149314589683
677.1545639999954,0.08004134553876338
678.4600499999954,0.07415040658696628
679.7655359999953,0.07869182513469954
681.0710219999953,0.0832332436824328
682.3765079999953,0.08617185701336208
683.6819939999953,0.08515578469425936
684.9874799999952,0.08413971237515665
686.2929659999952,0.08412628102238327
687.5984519999952,0.08762445833395459
688.9039379999952,0.09107721974467263
690.2094239999951,0.09325908166262788
691.5149099999951,0.08855468073716331
692.8203959999951,0.08386107621168493
694.125881999995,0.07931727228171255
695.431367999995,0.07601115859234549
696.736853999995,0.07271587829449352
698.042339999995,0.0694183341255436
699.3478259999949,0.06674628419937044
700.6533119999949,0.0641211243029477
701.9587979999949,0.06150034614169118
703.2642839999949,0.05801647465581916
704.5697699999948,0.05452466335839145
705.8752559999948,0.05103898133230799
707.1807419999948,0.04937544785419395
708.4862279999948,0.04790442222155196
709.7917139999947,0.04643339658890995
711.0971999999947,0.04035222437379424
712.4026859999947,0.03339588902423988
713.7081719999946,0.02643955367468552
715.0136579999946,0.031954050287783815
716.3191439999946,0.041046581336337
717.6246299999946,0.05013298311354593
718.9301159999945,0.05198497123430717
720.2356019999945,0.05091774228665582
721.5410879999945,0.04982182471162521
722.8465739999945,0.045353489005841734
724.1520599999944,0.03904948395547324
725.4575459999944,0.03272536070456081
726.7630319999944,0.029704548208306283
728.0685179999944,0.029050562983400023
729.3740039999943,0.028416744107411525
730.6794899999943,0.027816486125010857
731.9849759999943,0.027251994437414787
733.2904619999942,0.026690537100994585
734.5959479999942,0.026510630402498077
735.9014339999942,0.0268092989583045
737.2069199999942,0.027127659056575038
738.5124059999941,0.02826920071700521
739.8178919999941,0.030762701865781804
741.1233779999941,0.03326019717607539
742.4288639999941,0.03419642790641889
743.734349999994,0.03191769422955776
745.039835999994,0.029646723155766132
746.345321999994,0.02784280569736603
747.650807999994,0.02729419977458745
748.9562939999939,0.02674756073474117
750.2617799999939,0.026308803591548507
751.5672659999939,0.026338146735670732
752.8727519999939,0.0263599568892373
754.1782379999938,0.02640939496274482
755.4837239999938,0.02649873250571182
756.7892099999938,0.026595679442353186
758.0946959999937,0.026585888132442077
759.4001819999937,0.025138206273557027
760.7056679999937,0.023677224877895964
762.0111539999937,0.022221158747541696
763.3166399999936,0.02278010062904999
764.6221259999936,0.02334757935535446
765.9276119999936,0.023915058081658946
767.2330979999936,0.023802107548337358
768.5385839999935,0.02363598579913575
769.8440699999935,0.023477415483001404
771.1495559999935,0.023272514728191196
772.4550419999935,0.02306055966353714
773.7605279999934,0.022861831776859843
775.0660139999934,0.022448248777259323
776.3714999999934,0.021966593533796024
777.6769859999933,0.021476401445536523
778.9824719999933,0.021632975999852644
780.2879579999933,0.02203030121707847
781.5934439999933,0.02241245818594787
782.8989299999932,0.022403082293148836
784.2044159999932,0.022208355081441648
785.5099019999932,0.022021334418455968
786.8153879999932,0.021901901253505593
788.1208739999931,0.02181964146953617
789.4263599999931,0.02173742480872374
790.7318459999931,0.022036493548339784
792.0373319999931,0.022666450700372757
793.342817999993,0.0232945234175804
794.648303999993,0.0236650277077125
795.953789999993,0.023766630498398212
797.259275999993,0.023862359404266256
798.5647619999929,0.023914608204920692
799.8702479999929,0.023935598904745385
801.1757339999929,0.023948805313119884
802.4812199999928,0.023758257444196105
803.7867059999928,0.023211210154732896
805.0921919999928,0.022664162865269684
806.3976779999928,0.022476897751530604
807.7031639999927,0.02311093313062316
809.0086499999927,0.02373134095718717
810.3141359999927,0.024049596258120143
811.6196219999927,0.023405676970356594
812.9251079999926,0.02276385317267653
814.2305939999926,0.02225217828821103
815.5360799999926,0.022415999505951006
816.8415659999926,0.02258372558894873
818.1470519999925,0.022714872336436102
819.4525379999925,0.022596099930002417
820.7580239999925,0.022481165192562425
822.0635099999924,0.022384717545114105
823.3689959999924,0.02259332468975156
824.6744819999924,0.022815113961547673
825.9799679999924,0.023042554381289663
827.2854539999923,0.022761394599946062
828.5909399999923,0.022480016237643435
829.8964259999923,0.02219116377709434
831.2019119999923,0.022003814911418867
832.5073979999922,0.021830194692500363
833.8128839999922,0.02165657447358186
835.1183699999922,0.022237677056156677
836.4238559999922,0.022945053333243235
837.7293419999921,0.023652429610329786
839.0348279999921,0.023339061047945173
840.3403139999921,0.022771830946477774
841.645799999992,0.022197114580779845
842.951285999992,0.022209824243746415
844.256771999992,0.022443350042873938
845.562257999992,0.022676875842001468
846.867743999992,0.02272673252962433
848.1732299999919,0.022669803777294203
849.4787159999919,0.022607236095725996
850.7842019999919,0.02301594752185984
852.0896879999918,0.02373793315334603
853.3951739999918,0.024459918784832224
854.7006599999918,0.024211156934568486
